attempt,success,complex idx,complex name,stoichiometry,note,ligand names,ligand stoichiometries,ligand charges,batch idx,batch name,metal,oxi state,spin,topology,similarity,total charge,optimization,isomers,random seed
341,False,,,C39H53F2N7Pd1Si2,clashing ligands,"('unq_CSD-EWOZUO-03-a', 'unq_CSD-GAYFEU-02-a', 'unq_CSD-REQBEX-01-b')","('C21H13F2N3', 'C12H29N1Si2', 'C6H11N3')","(0.0, -2.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
342,False,,,C35H27Cl2N5O7Pd1,non-planar tridentate,"('unq_CSD-TAVJEI-03-a', 'unq_CSD-SORGEN-02-c', 'unq_CSD-ECUQEY-01-a')","('C13H7Cl2N1O2', 'C12H7N3O2', 'C10H13N1O3')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
343,True,58.0,MUKIHOMO,C28H28N6O4Pd1,optimized,"('unq_CSD-HAXZIR-03-a', 'unq_CSD-LAKWOK-02-a', 'unq_CSD-SUXRUZ-01-a')","('C17H21N3O1', 'C9H7O3', 'C2N3')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
344,False,,,C87H75N6O7P1Pd1,clashing ligands,"('unq_CSD-COXGUT-03-a', 'unq_CSD-XAFBOV-02-a', 'unq_CSD-IMIDIR-01-a')","('C12H11N2O1', 'C41H27N4O1', 'C34H37O5P1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
345,False,,,C40H44Cl1N5O3Pd1S2,clashing ligands,"('unq_CSD-MUCDOD-03-a', 'unq_CSD-KEKKOD-02-a', 'unq_CSD-AQENIV-01-a')","('C14H11N1O2', 'C14H24N2S2', 'C12H9Cl1N2O1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
346,False,,,C68H78N7O4P1Pd1S1,clashing ligands,"('unq_CSD-LACHAC-03-a', 'unq_CSD-AYABUY-02-a', 'unq_CSD-VEFQOQ-01-a')","('C12H7N2O3S1', 'C20H23N3O1', 'C36H48N2P1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
347,True,59.0,KOXUGUKU,C36H38N6O6Pd1,optimized,"('unq_CSD-GOQSAJ-03-a', 'unq_CSD-QOWWUV-02-a', 'unq_CSD-PAYSAL-01-c')","('C17H14N2O2', 'C11H15N3O2', 'C8H9N1O2')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
348,True,60.0,DESIGOKU,C28H43F4N5O1Pd1,optimized,"('unq_CSD-WILTET-03-a', 'unq_CSD-BODXAU-02-b', 'unq_CSD-GUTQOB-01-d')","('C18H29N2O1', 'C5H14N2', 'C5F4N1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
349,False,,,C46H49N9O2Pd1S1,non-planar tridentate,"('unq_CSD-CUSGEE-03-a', 'unq_CSD-REJQEG-02-a', 'unq_CSD-UQANEG-01-b')","('C26H23N2O2S1', 'C16H23N5', 'C4H3N2')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
350,False,,,C33H33N5O2Pd1,clashing ligands,"('unq_CSD-XAHVUA-03-a', 'unq_CSD-VETCUT-02-a', 'unq_CSD-SIBSIF-01-b')","('C17H16N2O1', 'C7H8N2O1', 'C9H9N1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
351,False,,,C36H43N3Pd1,clashing ligands,"('unq_CSD-YOSKAV-03-a', 'unq_CSD-XIZVOU-02-a', 'unq_CSD-UCUYIE-01-a')","('C13H23', 'C11H13N3', 'C12H7')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
352,False,,,C58H82N8O2Pd1S1,clashing ligands,"('unq_CSD-BIWDAN-03-b', 'unq_CSD-EBOSUJ-02-a', 'unq_CSD-MISYUK-01-b')","('C9H10N4O2S1', 'C30H44N2', 'C19H28N2')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
353,False,,,C53H47Br1N11O1P1Pd1,clashing ligands,"('unq_CSD-SAKLOG-03-a', 'unq_CSD-TAHQOJ-02-a', 'unq_CSD-JIQKOM-01-b')","('C19H14N5', 'C24H27N4O1P1', 'C10H6Br1N2')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
354,True,61.0,QICEMUMA,C29H37Br1N4O4Pd1Si2,optimized,"('unq_CSD-NUMJIO-03-a', 'unq_CSD-TAWHAB-02-a', 'unq_CSD-NUCBEU-01-a')","('C9H8Br1N2O2', 'C8H18Si2', 'C12H11N2O2')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
355,False,,,C31H55N6O7P1Pd1S4,clashing ligands,"('unq_CSD-ULUDOV-03-a', 'unq_CSD-HEZDEV-02-a', 'unq_CSD-KIZDOM-01-f')","('C8H12N4S2', 'C17H29N1O7S1', 'C6H14N1P1S1')","(0.0, 0.0, -2.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
356,False,,,C66H75N9O6Pd1,clashing ligands,"('unq_CSD-JOQYUL-03-a', 'unq_CSD-YAJDOF-02-a', 'unq_CSD-ZIKHIK-01-b')","('C29H41N3', 'C20H18N4', 'C17H16N2O6')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
357,False,,,C48H38N6O2Pd1,clashing ligands,"('unq_CSD-CINNOE-03-a', 'unq_CSD-PIWTOF-02-a', 'unq_CSD-EGEBOI-01-d')","('C24H20N4O1', 'C17H12N1O1', 'C7H6N1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
358,False,,,C29H34F4N4O2Pd1S1,clashing ligands,"('unq_CSD-GIXXOC-03-a', 'unq_CSD-FODDEI-02-a', 'unq_CSD-KAKKOW-01-a')","('C13H20N2S1', 'C9H11N2O2', 'C7H3F4')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
359,False,,,C38H44N6O3Pd1S2,non-planar tridentate,"('unq_CSD-BOXLAC-03-a', 'unq_CSD-POZSII-02-a', 'unq_CSD-XUTVUF-01-a')","('C18H19N1O1S1', 'C16H19N5', 'C4H6O2S1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
360,True,62.0,LITEJITU,C36H45N7O4Pd1,optimized,"('unq_CSD-YUGGOY-03-a', 'unq_CSD-GITZAL-02-a', 'unq_CSD-LULZOI-01-a')","('C18H15N2O2', 'C14H20N4O2', 'C4H10N1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
361,False,,,C34H40N1O2P1Pd1S2,clashing ligands,"('unq_CSD-GONQAB-03-a', 'unq_CSD-FUNNUX-02-a', 'unq_CSD-PAPVUY-01-a')","('C25H19N1O1P1', 'C5H12S2', 'C4H9O1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
362,False,,,C99H91N7O12Pd1S2,clashing ligands,"('unq_CSD-YIKLIQ-03-a', 'unq_CSD-RIZLUJ-02-a', 'unq_CSD-AXIPEC-01-a')","('C73H57N5O4', 'C26H34N2O2', 'O6S2')","(0.0, 0.0, -2.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
363,False,,,C57H40N10O2Pd1S2,clashing ligands,"('unq_CSD-PAVREN-03-a', 'unq_CSD-AZOGAY-02-a', 'unq_CSD-JIRLIG-01-a')","('C40H29N4', 'C9H10N2S2', 'C8H1N4O2')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
364,False,,,C40H45N7O3Pd1S2,clashing ligands,"('unq_CSD-OPOVUM-03-a', 'unq_CSD-VEJCOG-02-b', 'unq_CSD-CIGGIJ-01-c')","('C20H16N3O1', 'C8H9N2O1S2', 'C12H20N2O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
365,False,,,C37H37N7O8Pd1S1,clashing ligands,"('unq_CSD-RAJPEZ-03-a', 'unq_CSD-DURROX-02-a', 'unq_CSD-KEZBEX-01-d')","('C11H8N4O7', 'C10H11O1', 'C16H18N3S1')","(-2.0, -1.0, 1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
366,False,,,C58H49N5O3Pd1,clashing ligands,"('unq_CSD-BETRIC-03-a', 'unq_CSD-ZOTMAY-02-a', 'unq_CSD-GOGBIO-01-d')","('C31H27N3', 'C15H13N2O2', 'C12H9O1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
367,False,,,C76H83N3O2Pd1S1,clashing ligands,"('unq_CSD-GUGQUV-03-a', 'unq_CSD-UYAPIW-02-b', 'unq_CSD-ARIMOF-01-c')","('C36H47', 'C22H14N1O2S1', 'C18H22N2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
368,False,,,C33H54N2O3P2Pd1,clashing ligands,"('unq_CSD-SINVOC-03-a', 'unq_CSD-CAXFOX-02-a', 'unq_CSD-LOFVEJ-01-d')","('C18H31O2P2', 'C9H8N1O1', 'C6H15N1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
369,True,63.0,DALIVEYO,C64H69I1N8O1Pd1,optimized,"('unq_CSD-ADOFAD-03-a', 'unq_CSD-MIRVOB-02-a', 'unq_CSD-FERVUW-01-a')","('C22H16N4O1', 'C28H42N2', 'C14H11I1N2')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
370,False,,,C41H57N4O4P1Pd1Si1,non-planar tridentate,"('unq_CSD-COJRAX-03-a', 'unq_CSD-HONQIL-02-a', 'unq_CSD-TOMWAW-01-a')","('C20H25P1Si1', 'C11H19O4', 'C10H13N4')","(-2.0, -1.0, 1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
371,False,,,C42H43N5O7P2Pd1,clashing ligands,"('unq_CSD-VORYOS-03-a', 'unq_CSD-LEDSAP-02-a', 'unq_CSD-LILMOJ-01-a')","('C10H10N4O4', 'C30H28O3P2', 'C2H5N1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
372,False,,,C32H38F1N7O8Pd1S1,non-planar tridentate,"('unq_CSD-QEQFIC-03-a', 'unq_CSD-TEBDEL-02-a', 'unq_CSD-VAVKOW-01-b')","('C11H9N2O4S1', 'C14H18F1N2O2', 'C7H11N3O2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
373,False,,,C93H121N6O4P1Pd1,clashing ligands,"('unq_CSD-XUPTIN-03-a', 'unq_CSD-ETIDAN-02-a', 'unq_CSD-LEFVEA-01-a')","('C19H14N2O4', 'C42H54N3', 'C32H53N1P1')","(-2.0, -1.0, 1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
374,False,,,C68H76B1F3N7P3Pd1S1,clashing ligands,"('unq_CSD-BOGXUS-03-a', 'unq_CSD-FAHJOR-02-a', 'unq_CSD-HOVPUG-01-b')","('C32H28B1N2P2', 'C29H42N4P1', 'C7H6F3N1S1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
375,True,64.0,YISUGIPA,C39H42N8O5Pd1,optimized,"('unq_CSD-JAFFIJ-03-a', 'unq_CSD-NILMUQ-02-a', 'unq_CSD-ZABHIX-01-d')","('C14H11N4O1', 'C17H21O2', 'C8H10N4O2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
376,False,,,C53H61N6O2P1Pd1S2,non-planar tridentate,"('unq_CSD-ODAFIK-03-a', 'unq_CSD-HIPKUO-02-a', 'unq_CSD-CEJDED-01-a')","('C26H29N2O1', 'C16H21N1P1S1', 'C11H11N3O1S1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
377,False,,,C61H62N10O1Pd1,clashing ligands,"('unq_CSD-ZEHJAZ-03-a', 'unq_CSD-NADNEP-02-a', 'unq_CSD-DECPEH-01-b')","('C30H21N7', 'C24H34N3', 'C7H7O1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
378,False,,,C67H78N7O5P3Pd1S1Si2,clashing ligands,"('unq_CSD-OLADUA-03-a', 'unq_CSD-GIFRAQ-02-a', 'unq_CSD-BENYAX-01-a')","('C33H38N2O2P2Si2', 'C11H14N4', 'C23H26N1O3P1S1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
379,True,65.0,EBUNIGAC,C46H43N8O7P1Pd1,optimized,"('unq_CSD-DULSAF-03-a', 'unq_CSD-LAGHOU-02-a', 'unq_CSD-FURGAB-01-a')","('C10H11N2O3', 'C6H11N4O1', 'C30H21N2O3P1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
380,False,,,C31H44N2O3Pd1,clashing ligands,"('unq_CSD-WOGNOV-03-a', 'unq_CSD-GANCEG-02-a', 'unq_CSD-WIQSIB-01-c')","('C9H15O1', 'C5H10N1O1', 'C17H19N1O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
381,True,66.0,ONEBEQAQ,C45H40N6O3Pd1S2,optimized,"('unq_CSD-RATKOO-03-a', 'unq_CSD-CEVMEY-02-a', 'unq_CSD-KUYNIC-01-a')","('C17H13N2O1S1', 'C16H18N2', 'C12H9N2O2S1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
382,False,,,C37H41Br1N4O1Pd1S2,non-planar tridentate,"('unq_CSD-GAVSOM-03-a', 'unq_CSD-QAHTIE-02-a', 'unq_CSD-PEQSEK-01-a')","('C16H13Br1N3O1', 'C15H17N1S1', 'C6H11S1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
383,False,,,C74H61Cl1N7O2P3Pd1,clashing ligands,"('unq_CSD-GUSSAP-03-a', 'unq_CSD-AYIRUW-02-a', 'unq_CSD-TUYSUB-01-a')","('C21H17Cl1N5', 'C26H20N1O2P2', 'C27H24N1P1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
384,False,,,C41H66Br2N4O1P2Pd1,clashing ligands,"('unq_CSD-SUHXUO-03-a', 'unq_CSD-MAVPOP-02-a', 'unq_CSD-VOSYOU-01-a')","('C21H45P2', 'C12H7Br2N2', 'C8H14N2O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
385,False,,,C35H37N7O3Pd1S1,clashing ligands,"('unq_CSD-LILWEJ-03-a', 'unq_CSD-BEDLUS-02-a', 'unq_CSD-PAKSUQ-01-a')","('C23H20N4', 'C7H13N2', 'C5H4N1O3S1')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
386,False,,,C63H68F3N3O7Pd1S2Te1,clashing ligands,"('unq_CSD-HOLKUR-03-a', 'unq_CSD-GAHLAF-02-a', 'unq_CSD-HEPXEG-01-a')","('C47H39F3N2O5S1', 'C6H15N1O1', 'C10H14O1S1Te1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
387,False,,,C68H63N2O6P3Pd1S1,clashing ligands,"('unq_CSD-MOHGIB-03-a', 'unq_CSD-FOGPAT-02-a', 'unq_CSD-CEPNUJ-01-a')","('C22H20N2O2P1', 'C36H30O4P2S1', 'C10H13')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
388,False,,,C60H67B1N10O2Pd1S2,non-planar tridentate,"('unq_CSD-QAVKAA-03-a', 'unq_CSD-CELLEM-02-a', 'unq_CSD-UQIKIP-01-a')","('C30H28B1N6O2S2', 'C15H11N2', 'C15H28N2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
389,False,,,C32H48Cl1N11O6Pd1S1,clashing ligands,"('unq_CSD-XACGIR-03-a', 'unq_CSD-OBUTAK-02-a', 'unq_CSD-HEDSOZ-01-b')","('C8H11N6O3', 'C14H19Cl1N3O3S1', 'C10H18N2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
390,False,,,C54H84F3N7O3P2Pd1,clashing ligands,"('unq_CSD-JALMAN-03-a', 'unq_CSD-XEPKIM-02-a', 'unq_CSD-BARCIK-01-b')","('C22H42N3P2', 'C10H14F3N2O2', 'C22H28N2O1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
391,False,,,C44H46N7O5P1Pd1S3,clashing ligands,"('unq_CSD-QAYSAN-03-a', 'unq_CSD-MELGOZ-02-a', 'unq_CSD-HAKXUM-01-a')","('C20H23N1O3P1S2', 'C16H14N2', 'C8H9N4O2S1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
392,False,,,C52H58B1F2I1N10P2Pd1,clashing ligands,"('unq_CSD-GERSUS-03-a', 'unq_CSD-CIVQEF-02-b', 'unq_CSD-YAGYUB-01-a')","('C21H35N2P2', 'C28H18B1F2N4', 'C3H5I1N4')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
393,False,,,C36H36Cl1F5N6O5Pd1Si1,clashing ligands,"('unq_CSD-PAFWID-03-a', 'unq_CSD-QUFPEN-02-a', 'unq_CSD-HEKJAI-01-d')","('C6H13Si1', 'C20H10Cl1F5N1', 'C10H13N5O5')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
394,True,67.0,EJAYAVOK,C53H55N5O3Pd1,optimized,"('unq_CSD-WUZHUW-03-a', 'unq_CSD-CEXJIZ-02-a', 'unq_CSD-DOJPUP-01-b')","('C18H29O3', 'C18H12N3', 'C17H14N2')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
395,True,68.0,ITAXEREQ,C40H46Cl1N7Pd1S1Si1,optimized,"('unq_CSD-VAVHUW-03-a', 'unq_CSD-SOXCUG-02-a', 'unq_CSD-FUQDEC-01-b')","('C13H11Cl1N3', 'C14H18N4', 'C13H17S1Si1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
396,True,69.0,OGAGAVED,C56H42N10O5Pd1S1,optimized,"('unq_CSD-UYEZUV02-03-a', 'unq_CSD-RILLUW-02-a', 'unq_CSD-HUYTUR-01-a')","('C22H17N4O3', 'C27H20N2O1', 'C7H5N4O1S1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
397,False,,,C35H31N11O1Pd1,clashing ligands,"('unq_CSD-OXURIJ-03-a', 'unq_CSD-TISWIC-02-a', 'unq_CSD-IVOTIX-01-b')","('C17H16N3O1', 'C15H10N4', 'C3H5N4')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
398,False,,,C42H67N6O2P1Pd1S1,non-planar tridentate,"('unq_CSD-TAKVEJ-03-a', 'unq_CSD-TOJKIM01-02-a', 'unq_CSD-GUWSUM-01-b')","('C17H12N2O2S1', 'C14H30N2', 'C11H25N2P1')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
399,True,70.0,FUCIQOCA,C28H42N4O3Pd1S1,optimized,"('unq_CSD-WOTDEQ-03-a', 'unq_CSD-YASJAD-02-a', 'unq_CSD-LIHXEH-01-c')","('C18H23N3O1', 'C6H10O2', 'C4H9N1S1')","(0.0, -2.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
400,False,,,C52H69B1Br1N8P1Pd1S2,non-planar tridentate,"('unq_CSD-LOVROG-03-a', 'unq_CSD-KULXEU-02-a', 'unq_CSD-EKIGAJ-01-a')","('C24H40B1N6', 'C8H12N1S2', 'C20H17Br1N1P1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
401,False,,,C32H30Cl1F3N6Pd1,clashing ligands,"('unq_CSD-KIGGEO-03-a', 'unq_CSD-OCIJET-02-a', 'unq_CSD-XIVBIN-01-a')","('C10H11N2', 'C13H8Cl1F3N3', 'C9H11N1')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
402,False,,,C38H35N7O1Pd1S1,clashing ligands,"('unq_CSD-GUZDOW-03-a', 'unq_CSD-UDOXAP-02-a', 'unq_CSD-WUFLAK-01-a')","('C23H21N2', 'C11H10N2S1', 'C4H4N3O1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
403,False,,,C59H85N11P2Pd1Si2,clashing ligands,"('unq_CSD-KAWCOB-03-a', 'unq_CSD-QUHCUS-02-a', 'unq_CSD-SAVZAQ-01-b')","('C26H52N6P2Si2', 'C24H25N3', 'C9H8N2')","(-2.0, 0.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
404,False,,,C49H52Br1N7O1Pd1Si1,clashing ligands,"('unq_CSD-GACMAA-03-a', 'unq_CSD-LUZXEL-02-a', 'unq_CSD-UYUKIL-01-a')","('C19H14N3O1', 'C10H10Br1N3', 'C20H28N1Si1')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
405,False,,,C23H24Br1N1Pd1S4,clashing ligands,"('unq_CSD-JALRAP-03-a', 'unq_CSD-XELHUR-02-a', 'unq_CSD-IVAYIQ-01-a')","('C6H12S1', 'C4H4S3', 'C13H8Br1N1')","(0.0, -2.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
406,False,,,C36H36N5O4P1Pd1S1,non-planar tridentate,"('unq_CSD-XIBYOZ-03-a', 'unq_CSD-LOGZAL-02-c', 'unq_CSD-MAHLUD-01-d')","('C18H18N3P1S1', 'C11H12N1O1', 'C7H6N1O3')","(0.0, -1.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
407,False,,,C45H42B1N5O3Pd1Si1,clashing ligands,"('unq_CSD-NAPQII-03-a', 'unq_CSD-DECQOT-02-a', 'unq_CSD-FUVMIU-01-a')","('C22H22B1Si1', 'C15H16N4', 'C8H4N1O3')","(-1.0, 0.0, -1.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
408,False,,,C61H55N7O1P2Pd1,clashing ligands,"('unq_CSD-XEMSOY-03-a', 'unq_CSD-LAGHOU-02-a', 'unq_CSD-LIHREB-01-b')","('C44H35P2', 'C6H11N4O1', 'C11H9N3')","(-1.0, -1.0, 0.0)",0,Octahedral_Pd(II),Pd,+2,0,"(3, 2, 1)","(1, 2, 3)",0,True,Generate Lowest Energy,0
